learner_id,age,level,learning_style,resource_id,resource_type,topic,difficulty,engagement_duration,completion,target
188,18,Advanced,Visual,R039,Video,Culture,5,591,1,Medium
116,23,Advanced,Auditory,R012,Video,Grammar,4,579,0,Low
191,26,Intermediate,Kinesthetic,R002,Video,Culture,5,93,1,High
160,24,Advanced,Visual,R046,Video,Vocabulary,2,549,1,Medium
161,21,Intermediate,Visual,R022,Quiz,Grammar,5,482,0,Low
67,30,Intermediate,Kinesthetic,R023,Quiz,Vocabulary,5,527,1,Medium
128,34,Beginner,Kinesthetic,R030,Article,Culture,5,83,1,Medium
18,19,Beginner,Visual,R005,Video,Pronunciation,1,275,1,Medium
25,22,Advanced,Kinesthetic,R009,Article,Vocabulary,1,114,0,Low
54,29,Intermediate,Visual,R021,Audio,Vocabulary,1,85,1,Medium
58,25,Beginner,Kinesthetic,R011,Article,Pronunciation,4,340,0,Low
67,23,Advanced,Kinesthetic,R005,Interactive,Culture,2,386,0,Low
104,25,Beginner,Auditory,R035,Quiz,Vocabulary,1,245,0,Low
174,35,Beginner,Kinesthetic,R027,Quiz,Culture,5,554,1,Medium
24,20,Intermediate,Auditory,R049,Video,Pronunciation,5,71,1,Medium
114,29,Intermediate,Kinesthetic,R002,Video,Grammar,5,493,1,Medium
32,20,Beginner,Visual,R024,Audio,Vocabulary,5,267,0,Low
175,23,Beginner,Visual,R031,Audio,Culture,3,192,1,High
86,19,Intermediate,Kinesthetic,R033,Interactive,Pronunciation,4,398,0,Low
151,29,Advanced,Kinesthetic,R039,Video,Pronunciation,2,255,1,High
194,19,Intermediate,Visual,R030,Video,Vocabulary,2,321,0,Low
127,23,Beginner,Kinesthetic,R046,Audio,Grammar,1,341,1,Medium
155,34,Advanced,Auditory,R037,Audio,Vocabulary,3,428,1,Medium
130,20,Beginner,Auditory,R028,Audio,Culture,2,162,1,Medium
17,19,Advanced,Auditory,R031,Quiz,Pronunciation,4,242,0,Low
104,25,Beginner,Auditory,R011,Article,Grammar,5,482,0,Low
161,29,Advanced,Auditory,R023,Article,Culture,1,68,1,Medium
137,21,Advanced,Kinesthetic,R002,Video,Vocabulary,4,303,0,Low
43,22,Beginner,Kinesthetic,R040,Quiz,Pronunciation,2,452,0,Low
176,30,Advanced,Auditory,R041,Audio,Vocabulary,3,586,0,Low
39,32,Intermediate,Kinesthetic,R027,Video,Grammar,1,96,1,Medium
170,33,Beginner,Kinesthetic,R035,Quiz,Grammar,2,237,1,Medium
26,27,Intermediate,Auditory,R002,Interactive,Grammar,1,131,1,Medium
99,33,Beginner,Kinesthetic,R039,Quiz,Grammar,2,411,0,Low
50,29,Advanced,Kinesthetic,R037,Video,Grammar,5,208,1,High
153,34,Advanced,Kinesthetic,R021,Article,Vocabulary,3,164,0,Low
152,33,Advanced,Auditory,R005,Audio,Grammar,5,280,0,Low
13,29,Beginner,Kinesthetic,R045,Interactive,Grammar,2,433,1,High
60,25,Intermediate,Visual,R021,Quiz,Pronunciation,4,577,1,Medium
135,20,Intermediate,Visual,R029,Video,Grammar,5,319,1,High
57,33,Beginner,Auditory,R020,Video,Pronunciation,4,358,0,Low
36,30,Beginner,Visual,R038,Audio,Pronunciation,2,101,0,Low
173,25,Intermediate,Auditory,R020,Video,Pronunciation,3,551,1,Medium
20,22,Intermediate,Visual,R050,Video,Vocabulary,4,498,0,Low
65,25,Intermediate,Visual,R025,Audio,Vocabulary,2,106,1,Medium
8,29,Intermediate,Visual,R002,Interactive,Culture,4,144,1,Medium
144,18,Beginner,Auditory,R032,Article,Culture,5,117,1,Medium
142,23,Beginner,Auditory,R026,Article,Pronunciation,2,268,1,Medium
115,35,Advanced,Kinesthetic,R006,Quiz,Vocabulary,5,307,1,Medium
143,25,Intermediate,Auditory,R041,Interactive,Grammar,1,270,1,High
92,24,Advanced,Visual,R003,Quiz,Culture,2,98,0,Low
98,18,Beginner,Visual,R033,Article,Vocabulary,4,311,0,Low
66,33,Beginner,Auditory,R001,Audio,Grammar,1,472,1,Medium
32,29,Advanced,Auditory,R005,Video,Grammar,5,505,1,High
191,23,Intermediate,Auditory,R013,Article,Vocabulary,5,111,0,Low
86,19,Intermediate,Kinesthetic,R019,Interactive,Culture,4,433,0,Low
51,31,Intermediate,Visual,R012,Article,Vocabulary,1,585,1,Medium
153,21,Intermediate,Kinesthetic,R048,Interactive,Culture,3,215,1,Medium
186,18,Advanced,Kinesthetic,R025,Interactive,Pronunciation,4,149,0,Low
63,35,Advanced,Visual,R035,Interactive,Vocabulary,5,410,1,Medium
190,30,Beginner,Visual,R012,Quiz,Vocabulary,2,128,0,Low
125,19,Intermediate,Auditory,R030,Audio,Culture,1,222,1,Medium
150,26,Intermediate,Auditory,R005,Article,Culture,3,301,0,Low
58,19,Intermediate,Kinesthetic,R034,Audio,Vocabulary,2,554,1,High
58,26,Advanced,Auditory,R022,Video,Grammar,1,442,1,High
86,18,Intermediate,Auditory,R039,Article,Grammar,4,111,1,High
49,28,Advanced,Visual,R013,Audio,Grammar,4,122,0,Low
180,20,Intermediate,Visual,R047,Audio,Pronunciation,1,568,1,Medium
170,21,Intermediate,Auditory,R003,Video,Pronunciation,3,351,0,Low
70,35,Beginner,Visual,R020,Interactive,Culture,1,150,0,Low
15,23,Intermediate,Auditory,R031,Article,Pronunciation,2,483,0,Low
54,20,Intermediate,Visual,R005,Article,Grammar,2,424,0,Low
188,28,Beginner,Visual,R024,Video,Vocabulary,4,209,1,Medium
101,32,Advanced,Visual,R040,Interactive,Pronunciation,1,330,1,High
8,22,Advanced,Visual,R033,Article,Pronunciation,4,175,1,Medium
53,27,Intermediate,Auditory,R008,Article,Grammar,3,575,0,Low
60,29,Advanced,Kinesthetic,R024,Article,Pronunciation,2,300,1,High
108,32,Intermediate,Visual,R050,Interactive,Culture,5,89,0,Low
5,34,Beginner,Auditory,R020,Video,Vocabulary,5,202,0,Low
103,27,Beginner,Auditory,R016,Article,Grammar,1,385,0,Low
196,23,Intermediate,Visual,R050,Audio,Culture,1,75,1,Medium
6,35,Beginner,Kinesthetic,R012,Interactive,Grammar,5,170,0,Low
109,30,Beginner,Visual,R013,Quiz,Culture,1,166,1,High
116,20,Intermediate,Auditory,R045,Video,Vocabulary,2,438,1,Medium
94,27,Intermediate,Kinesthetic,R042,Audio,Vocabulary,3,221,1,High
47,31,Beginner,Auditory,R039,Article,Culture,3,342,0,Low
99,23,Advanced,Visual,R025,Quiz,Culture,4,328,1,Medium
55,20,Advanced,Kinesthetic,R046,Video,Culture,2,543,0,Low
168,33,Intermediate,Auditory,R032,Interactive,Culture,1,132,0,Low
52,24,Intermediate,Auditory,R024,Quiz,Culture,1,256,0,Low
144,31,Advanced,Auditory,R048,Quiz,Culture,4,302,0,Low
13,26,Beginner,Visual,R047,Audio,Vocabulary,4,318,1,High
114,32,Advanced,Kinesthetic,R044,Video,Culture,1,208,1,Medium
124,20,Advanced,Visual,R009,Audio,Pronunciation,1,449,1,Medium
106,19,Advanced,Visual,R040,Audio,Vocabulary,2,475,1,High
158,19,Advanced,Visual,R050,Article,Grammar,4,485,0,Low
147,20,Intermediate,Kinesthetic,R023,Interactive,Vocabulary,2,276,0,Low
145,35,Intermediate,Visual,R050,Quiz,Grammar,1,145,0,Low
120,31,Beginner,Visual,R013,Video,Grammar,5,275,0,Low
63,35,Beginner,Visual,R032,Interactive,Pronunciation,5,482,1,Medium
19,27,Beginner,Visual,R050,Interactive,Culture,1,379,1,Medium
92,19,Beginner,Auditory,R015,Video,Culture,4,177,0,Low
58,18,Advanced,Visual,R036,Interactive,Vocabulary,5,474,0,Low
183,21,Intermediate,Auditory,R049,Article,Culture,4,99,0,Low
90,31,Intermediate,Visual,R005,Interactive,Pronunciation,5,220,0,Low
117,18,Beginner,Kinesthetic,R022,Article,Vocabulary,4,596,1,High
62,31,Beginner,Auditory,R016,Quiz,Vocabulary,5,479,0,Low
23,33,Advanced,Auditory,R041,Quiz,Vocabulary,4,154,1,High
127,31,Advanced,Auditory,R010,Audio,Culture,2,501,1,Medium
137,20,Beginner,Auditory,R024,Article,Culture,4,525,0,Low
140,20,Intermediate,Kinesthetic,R018,Quiz,Culture,2,347,0,Low
129,26,Intermediate,Visual,R049,Interactive,Vocabulary,2,471,1,Medium
58,23,Intermediate,Auditory,R018,Video,Vocabulary,1,459,1,Medium
122,30,Beginner,Kinesthetic,R007,Video,Grammar,2,587,0,Low
1,19,Intermediate,Auditory,R004,Article,Grammar,3,77,1,Medium
34,25,Advanced,Visual,R026,Audio,Culture,2,195,0,Low
96,19,Advanced,Auditory,R005,Interactive,Vocabulary,4,523,0,Low
126,21,Beginner,Kinesthetic,R016,Article,Culture,2,307,1,Medium
118,32,Advanced,Visual,R035,Video,Culture,4,60,1,High
48,21,Beginner,Kinesthetic,R026,Article,Grammar,4,440,0,Low
89,30,Intermediate,Visual,R018,Interactive,Pronunciation,3,568,0,Low
117,29,Intermediate,Visual,R029,Quiz,Culture,2,519,1,Medium
129,30,Intermediate,Visual,R023,Interactive,Pronunciation,2,564,1,High
16,31,Advanced,Auditory,R014,Quiz,Pronunciation,5,535,1,Medium
189,35,Beginner,Kinesthetic,R015,Quiz,Vocabulary,5,91,1,High
192,23,Intermediate,Kinesthetic,R049,Quiz,Vocabulary,1,177,0,Low
191,28,Beginner,Kinesthetic,R033,Article,Culture,4,243,0,Low
69,19,Intermediate,Visual,R025,Video,Grammar,3,250,0,Low
22,22,Advanced,Auditory,R021,Article,Grammar,5,133,1,Medium
93,19,Advanced,Visual,R017,Video,Culture,2,162,1,High
195,27,Beginner,Kinesthetic,R023,Interactive,Culture,1,479,0,Low
76,19,Advanced,Auditory,R043,Audio,Grammar,3,532,1,Medium
154,28,Advanced,Auditory,R017,Interactive,Pronunciation,2,173,1,Medium
144,35,Beginner,Auditory,R014,Article,Culture,2,438,1,Medium
179,32,Intermediate,Kinesthetic,R029,Article,Pronunciation,4,372,1,High
86,26,Advanced,Auditory,R020,Video,Culture,4,389,1,High
185,26,Beginner,Auditory,R030,Article,Culture,5,398,1,High
29,20,Advanced,Visual,R019,Quiz,Pronunciation,5,297,0,Low
69,26,Advanced,Visual,R039,Article,Pronunciation,2,232,0,Low
47,31,Advanced,Auditory,R013,Video,Grammar,2,138,0,Low
94,24,Advanced,Auditory,R018,Video,Culture,5,523,0,Low
190,33,Beginner,Visual,R023,Quiz,Vocabulary,5,560,1,High
197,33,Beginner,Visual,R046,Video,Vocabulary,2,344,0,Low
144,18,Beginner,Visual,R033,Audio,Culture,3,282,0,Low
176,21,Advanced,Kinesthetic,R039,Interactive,Culture,2,325,0,Low
85,21,Advanced,Kinesthetic,R040,Article,Culture,3,432,0,Low
39,24,Advanced,Visual,R018,Audio,Pronunciation,3,292,1,High
100,25,Beginner,Auditory,R009,Article,Vocabulary,2,295,1,Medium
33,34,Advanced,Visual,R033,Audio,Vocabulary,1,373,0,Low
101,22,Intermediate,Kinesthetic,R032,Article,Vocabulary,5,439,0,Low
23,24,Advanced,Auditory,R017,Quiz,Culture,4,479,1,High
10,21,Intermediate,Kinesthetic,R019,Video,Pronunciation,2,111,1,Medium
69,23,Advanced,Auditory,R027,Video,Culture,3,568,0,Low
100,24,Beginner,Kinesthetic,R006,Quiz,Grammar,2,264,1,Medium
34,35,Advanced,Auditory,R035,Audio,Grammar,5,316,1,High
180,22,Intermediate,Auditory,R037,Interactive,Vocabulary,3,244,0,Low
138,20,Intermediate,Auditory,R034,Audio,Culture,4,204,1,High
147,24,Advanced,Auditory,R020,Video,Grammar,4,73,0,Low
186,31,Intermediate,Kinesthetic,R025,Interactive,Grammar,4,305,0,Low
96,24,Intermediate,Kinesthetic,R004,Article,Culture,1,246,1,Medium
1,22,Beginner,Auditory,R010,Interactive,Pronunciation,3,396,1,Medium
69,22,Advanced,Auditory,R010,Audio,Culture,3,318,1,High
4,19,Advanced,Kinesthetic,R024,Quiz,Culture,1,99,1,High
16,23,Advanced,Auditory,R021,Article,Pronunciation,3,477,1,Medium
24,32,Intermediate,Auditory,R011,Audio,Vocabulary,1,410,1,High
80,27,Advanced,Auditory,R027,Article,Vocabulary,2,68,0,Low
2,24,Advanced,Visual,R016,Interactive,Vocabulary,5,409,1,High
128,22,Beginner,Auditory,R026,Video,Pronunciation,4,143,0,Low
160,18,Beginner,Visual,R030,Audio,Grammar,1,592,1,Medium
84,30,Beginner,Auditory,R049,Quiz,Pronunciation,1,417,1,Medium
152,35,Intermediate,Kinesthetic,R016,Interactive,Culture,1,437,1,High
140,30,Advanced,Visual,R007,Audio,Pronunciation,2,231,1,High
178,35,Beginner,Visual,R016,Quiz,Grammar,1,84,1,High
163,22,Beginner,Auditory,R035,Audio,Grammar,5,452,0,Low
124,30,Beginner,Auditory,R016,Interactive,Culture,5,162,0,Low
33,21,Advanced,Visual,R040,Audio,Vocabulary,4,295,0,Low
161,34,Advanced,Kinesthetic,R012,Article,Grammar,2,469,1,High
189,20,Advanced,Kinesthetic,R035,Interactive,Grammar,5,391,1,High
179,34,Intermediate,Auditory,R049,Audio,Grammar,3,591,1,High
171,28,Intermediate,Kinesthetic,R021,Video,Culture,3,88,0,Low
101,21,Beginner,Kinesthetic,R050,Audio,Grammar,3,78,0,Low
12,19,Advanced,Auditory,R043,Article,Vocabulary,1,207,1,High
67,33,Beginner,Kinesthetic,R036,Quiz,Culture,1,530,0,Low
65,35,Advanced,Auditory,R048,Quiz,Vocabulary,3,550,1,Medium
161,25,Advanced,Visual,R017,Quiz,Grammar,4,342,1,Medium
168,20,Advanced,Auditory,R032,Video,Grammar,4,172,0,Low
74,26,Intermediate,Visual,R041,Article,Vocabulary,1,514,0,Low
43,23,Intermediate,Visual,R006,Interactive,Culture,3,389,0,Low
44,27,Advanced,Kinesthetic,R024,Quiz,Culture,4,314,0,Low
29,27,Beginner,Kinesthetic,R027,Article,Vocabulary,1,458,1,Medium
141,30,Advanced,Kinesthetic,R020,Audio,Grammar,3,567,1,High
12,34,Advanced,Auditory,R025,Video,Pronunciation,2,525,0,Low
95,26,Beginner,Kinesthetic,R002,Article,Vocabulary,3,466,0,Low
46,34,Advanced,Visual,R009,Article,Vocabulary,3,157,0,Low
130,26,Beginner,Kinesthetic,R028,Interactive,Vocabulary,5,349,0,Low
35,26,Intermediate,Kinesthetic,R038,Article,Grammar,5,215,1,Medium
81,18,Intermediate,Auditory,R003,Interactive,Culture,2,221,1,High
90,19,Beginner,Auditory,R020,Video,Grammar,2,156,1,Medium
8,33,Intermediate,Visual,R006,Video,Vocabulary,3,436,1,Medium
93,18,Intermediate,Auditory,R039,Audio,Grammar,4,509,1,Medium
154,27,Beginner,Kinesthetic,R033,Interactive,Grammar,2,176,1,Medium
90,35,Intermediate,Auditory,R001,Interactive,Vocabulary,3,565,1,Medium
162,25,Advanced,Visual,R037,Quiz,Grammar,1,248,0,Low
115,28,Advanced,Kinesthetic,R006,Quiz,Pronunciation,5,535,1,Medium
105,19,Beginner,Visual,R045,Audio,Grammar,4,382,0,Low
135,25,Intermediate,Auditory,R034,Video,Grammar,3,239,0,Low
196,25,Advanced,Auditory,R047,Quiz,Culture,1,240,0,Low
58,34,Advanced,Visual,R015,Article,Culture,5,346,1,Medium
114,32,Intermediate,Kinesthetic,R045,Video,Vocabulary,1,534,1,Medium
75,34,Intermediate,Auditory,R026,Article,Vocabulary,3,321,1,Medium
157,30,Advanced,Auditory,R014,Interactive,Culture,2,582,1,High
120,22,Advanced,Kinesthetic,R007,Video,Pronunciation,5,221,0,Low
164,29,Beginner,Auditory,R046,Audio,Grammar,1,546,1,Medium
21,18,Beginner,Visual,R031,Interactive,Pronunciation,2,240,0,Low
164,22,Advanced,Auditory,R024,Interactive,Pronunciation,4,528,1,Medium
138,25,Beginner,Auditory,R031,Article,Culture,3,80,1,Medium
101,30,Advanced,Kinesthetic,R029,Interactive,Vocabulary,3,334,0,Low
152,25,Advanced,Visual,R042,Quiz,Grammar,5,319,0,Low
192,28,Beginner,Kinesthetic,R032,Video,Vocabulary,1,392,0,Low
177,18,Beginner,Auditory,R017,Quiz,Pronunciation,4,525,1,Medium
99,30,Intermediate,Auditory,R014,Article,Pronunciation,5,175,1,Medium
36,20,Intermediate,Kinesthetic,R040,Article,Vocabulary,5,472,0,Low
96,34,Intermediate,Kinesthetic,R036,Video,Vocabulary,1,596,1,Medium
152,22,Advanced,Kinesthetic,R048,Interactive,Culture,4,316,0,Low
151,25,Beginner,Visual,R024,Audio,Vocabulary,1,227,1,High
190,31,Advanced,Auditory,R045,Article,Vocabulary,3,592,0,Low
37,21,Beginner,Kinesthetic,R027,Video,Culture,2,74,0,Low
12,28,Advanced,Auditory,R025,Audio,Vocabulary,3,109,1,Medium
113,32,Intermediate,Visual,R032,Interactive,Pronunciation,3,363,0,Low
183,24,Intermediate,Visual,R018,Article,Vocabulary,5,546,1,Medium
13,28,Intermediate,Visual,R046,Video,Grammar,3,475,1,Medium
23,22,Advanced,Visual,R018,Video,Pronunciation,4,364,0,Low
99,22,Beginner,Auditory,R037,Video,Culture,3,255,0,Low
105,25,Beginner,Visual,R026,Article,Pronunciation,4,447,1,Medium
30,27,Intermediate,Visual,R009,Audio,Culture,1,514,1,Medium
17,23,Intermediate,Kinesthetic,R035,Video,Grammar,5,369,0,Low
113,32,Intermediate,Visual,R008,Interactive,Grammar,4,186,0,Low
62,33,Intermediate,Kinesthetic,R020,Video,Pronunciation,3,234,0,Low
84,34,Beginner,Visual,R042,Audio,Vocabulary,5,193,1,Medium
112,25,Advanced,Visual,R022,Article,Pronunciation,5,125,1,Medium
86,25,Advanced,Kinesthetic,R019,Video,Pronunciation,4,452,1,High
141,26,Advanced,Visual,R030,Video,Grammar,4,424,0,Low
187,19,Advanced,Auditory,R028,Interactive,Culture,2,338,0,Low
19,32,Intermediate,Auditory,R035,Interactive,Pronunciation,2,422,1,Medium
177,35,Intermediate,Visual,R043,Video,Vocabulary,5,230,1,Medium
100,20,Intermediate,Auditory,R011,Video,Grammar,2,110,0,Low
140,34,Advanced,Kinesthetic,R031,Interactive,Pronunciation,3,387,1,Medium
189,21,Intermediate,Visual,R049,Audio,Pronunciation,1,204,0,Low
147,21,Intermediate,Visual,R048,Quiz,Vocabulary,5,333,0,Low
76,31,Beginner,Kinesthetic,R039,Quiz,Pronunciation,1,214,0,Low
9,26,Beginner,Kinesthetic,R036,Video,Pronunciation,2,567,1,Medium
199,26,Intermediate,Kinesthetic,R030,Interactive,Pronunciation,4,422,1,High
28,35,Beginner,Visual,R023,Article,Pronunciation,5,384,0,Low
128,27,Beginner,Kinesthetic,R019,Article,Vocabulary,2,357,0,Low
52,21,Intermediate,Kinesthetic,R012,Quiz,Pronunciation,3,553,1,High
83,29,Intermediate,Auditory,R015,Audio,Pronunciation,5,363,0,Low
111,25,Intermediate,Auditory,R031,Quiz,Pronunciation,5,526,1,Medium
144,19,Intermediate,Visual,R043,Video,Grammar,4,298,1,High
117,30,Advanced,Auditory,R037,Audio,Vocabulary,5,576,1,High
69,33,Advanced,Auditory,R037,Article,Grammar,4,235,0,Low
99,19,Intermediate,Kinesthetic,R015,Interactive,Grammar,2,469,0,Low
140,28,Beginner,Kinesthetic,R029,Interactive,Vocabulary,3,423,0,Low
25,27,Intermediate,Auditory,R050,Video,Grammar,3,82,0,Low
180,32,Intermediate,Auditory,R043,Quiz,Grammar,5,377,1,High
123,34,Beginner,Auditory,R026,Video,Grammar,5,584,0,Low
53,25,Advanced,Visual,R044,Interactive,Vocabulary,2,335,1,Medium
151,35,Intermediate,Visual,R002,Article,Pronunciation,4,288,0,Low
144,26,Intermediate,Visual,R020,Interactive,Culture,3,167,0,Low
57,25,Advanced,Auditory,R015,Audio,Culture,4,235,0,Low
39,31,Advanced,Auditory,R004,Interactive,Vocabulary,2,379,0,Low
109,35,Beginner,Visual,R022,Interactive,Culture,3,345,0,Low
181,29,Advanced,Visual,R050,Audio,Vocabulary,3,388,1,Medium
42,31,Advanced,Auditory,R038,Quiz,Vocabulary,1,415,0,Low
186,34,Advanced,Kinesthetic,R023,Interactive,Culture,2,73,0,Low
167,20,Beginner,Visual,R026,Video,Grammar,2,334,0,Low
142,24,Advanced,Auditory,R011,Interactive,Pronunciation,1,130,0,Low
122,34,Advanced,Auditory,R028,Video,Culture,4,254,0,Low
133,29,Beginner,Kinesthetic,R002,Audio,Culture,1,582,1,High
163,26,Advanced,Auditory,R008,Interactive,Culture,2,165,0,Low
75,32,Advanced,Auditory,R029,Audio,Culture,4,255,1,Medium
146,35,Beginner,Visual,R011,Audio,Vocabulary,3,204,0,Low
76,30,Intermediate,Visual,R037,Quiz,Vocabulary,1,409,1,Medium
9,25,Beginner,Kinesthetic,R018,Interactive,Pronunciation,4,483,0,Low
74,31,Advanced,Kinesthetic,R050,Video,Pronunciation,4,530,0,Low
186,25,Advanced,Auditory,R014,Video,Culture,4,275,1,Medium
145,31,Advanced,Visual,R010,Interactive,Culture,1,152,0,Low
7,24,Beginner,Kinesthetic,R035,Quiz,Culture,3,319,1,Medium
174,29,Advanced,Kinesthetic,R009,Quiz,Pronunciation,4,600,0,Low
141,28,Advanced,Kinesthetic,R035,Quiz,Culture,1,344,1,Medium
168,28,Beginner,Auditory,R011,Video,Grammar,2,543,1,Medium
170,30,Intermediate,Visual,R044,Audio,Pronunciation,1,431,1,Medium
137,35,Intermediate,Kinesthetic,R012,Quiz,Grammar,1,129,0,Low
178,19,Advanced,Visual,R003,Video,Culture,1,438,1,Medium
27,32,Beginner,Kinesthetic,R039,Video,Vocabulary,4,338,0,Low
122,35,Advanced,Kinesthetic,R014,Audio,Grammar,1,361,1,Medium
194,32,Beginner,Visual,R028,Interactive,Pronunciation,2,314,1,High
5,29,Beginner,Visual,R011,Interactive,Grammar,4,323,1,High
29,30,Intermediate,Visual,R039,Quiz,Pronunciation,2,483,0,Low
165,28,Intermediate,Auditory,R025,Quiz,Culture,5,272,0,Low
166,22,Beginner,Kinesthetic,R021,Audio,Grammar,1,159,0,Low
83,18,Advanced,Auditory,R010,Quiz,Vocabulary,4,171,1,High
136,20,Intermediate,Visual,R043,Audio,Grammar,4,367,0,Low
109,24,Advanced,Kinesthetic,R015,Video,Vocabulary,1,534,0,Low
65,29,Intermediate,Auditory,R019,Quiz,Pronunciation,3,171,1,Medium
86,32,Intermediate,Kinesthetic,R048,Video,Culture,3,146,1,High
145,22,Advanced,Auditory,R022,Article,Culture,2,242,0,Low
71,32,Intermediate,Visual,R021,Audio,Vocabulary,1,224,0,Low
45,25,Intermediate,Auditory,R044,Article,Pronunciation,1,149,0,Low
132,27,Advanced,Kinesthetic,R032,Quiz,Culture,5,514,1,Medium
36,33,Intermediate,Kinesthetic,R050,Video,Pronunciation,3,297,1,High
70,25,Intermediate,Kinesthetic,R023,Quiz,Vocabulary,3,593,1,Medium
159,18,Intermediate,Kinesthetic,R013,Article,Vocabulary,1,117,1,Medium
19,29,Advanced,Visual,R005,Quiz,Grammar,2,461,1,Medium
189,22,Beginner,Auditory,R004,Interactive,Culture,1,578,0,Low
108,20,Advanced,Visual,R028,Article,Culture,2,256,0,Low
182,18,Beginner,Visual,R014,Quiz,Grammar,3,105,0,Low
167,21,Intermediate,Visual,R008,Video,Vocabulary,5,589,1,Medium
91,25,Beginner,Kinesthetic,R009,Quiz,Vocabulary,4,456,1,High
90,20,Advanced,Kinesthetic,R035,Video,Vocabulary,3,133,0,Low
19,27,Advanced,Kinesthetic,R037,Interactive,Vocabulary,2,475,0,Low
39,19,Intermediate,Auditory,R021,Quiz,Pronunciation,1,394,0,Low
126,28,Beginner,Kinesthetic,R018,Interactive,Culture,3,355,1,Medium
195,27,Intermediate,Auditory,R033,Article,Culture,5,143,1,Medium
173,31,Intermediate,Kinesthetic,R008,Video,Vocabulary,2,74,1,Medium
141,24,Advanced,Kinesthetic,R049,Article,Vocabulary,1,193,1,Medium
126,19,Beginner,Visual,R017,Video,Vocabulary,4,537,1,Medium
58,26,Beginner,Visual,R043,Interactive,Culture,2,378,0,Low
148,33,Beginner,Visual,R031,Audio,Culture,1,451,0,Low
200,30,Beginner,Auditory,R034,Quiz,Vocabulary,4,538,1,High
61,26,Intermediate,Auditory,R006,Interactive,Pronunciation,1,427,1,Medium
127,21,Intermediate,Kinesthetic,R022,Video,Grammar,4,426,0,Low
105,27,Advanced,Auditory,R014,Video,Grammar,4,347,1,Medium
167,29,Intermediate,Kinesthetic,R003,Video,Grammar,4,437,1,Medium
1,34,Intermediate,Auditory,R012,Video,Culture,1,522,0,Low
131,31,Advanced,Auditory,R036,Quiz,Culture,4,72,1,Medium
92,31,Advanced,Auditory,R012,Article,Grammar,2,595,1,Medium
190,19,Advanced,Visual,R045,Audio,Grammar,5,227,0,Low
191,28,Intermediate,Auditory,R002,Quiz,Pronunciation,5,329,1,High
113,33,Intermediate,Visual,R002,Video,Culture,4,129,1,Medium
153,23,Advanced,Visual,R015,Quiz,Culture,5,377,0,Low
56,22,Advanced,Auditory,R023,Interactive,Grammar,5,435,0,Low
161,21,Advanced,Kinesthetic,R029,Video,Pronunciation,4,148,1,High
166,32,Intermediate,Kinesthetic,R017,Audio,Pronunciation,4,316,0,Low
117,21,Intermediate,Kinesthetic,R032,Video,Grammar,2,276,0,Low
134,27,Beginner,Auditory,R007,Audio,Grammar,3,509,1,Medium
58,20,Intermediate,Kinesthetic,R030,Audio,Culture,1,200,0,Low
44,22,Intermediate,Visual,R028,Article,Grammar,4,220,1,Medium
173,23,Intermediate,Kinesthetic,R014,Article,Vocabulary,4,91,0,Low
160,25,Advanced,Auditory,R044,Quiz,Pronunciation,5,211,0,Low
173,24,Intermediate,Kinesthetic,R030,Quiz,Grammar,2,319,1,High
61,27,Advanced,Visual,R017,Audio,Vocabulary,5,338,1,High
47,23,Beginner,Auditory,R032,Video,Pronunciation,4,344,1,Medium
149,31,Beginner,Kinesthetic,R046,Interactive,Vocabulary,4,207,0,Low
80,21,Advanced,Auditory,R006,Interactive,Vocabulary,5,126,1,Medium
118,30,Advanced,Auditory,R024,Video,Grammar,4,338,1,Medium
164,34,Advanced,Auditory,R006,Video,Pronunciation,3,502,0,Low
147,24,Intermediate,Kinesthetic,R027,Article,Vocabulary,1,458,0,Low
20,21,Beginner,Auditory,R018,Interactive,Culture,1,187,0,Low
185,31,Advanced,Kinesthetic,R024,Audio,Pronunciation,1,396,1,Medium
146,20,Intermediate,Visual,R037,Quiz,Culture,3,541,0,Low
47,22,Beginner,Kinesthetic,R024,Article,Grammar,4,245,0,Low
49,33,Intermediate,Visual,R038,Interactive,Culture,5,228,1,High
14,21,Beginner,Kinesthetic,R034,Video,Pronunciation,2,319,0,Low
143,19,Intermediate,Auditory,R040,Interactive,Vocabulary,4,566,0,Low
159,35,Beginner,Kinesthetic,R047,Audio,Vocabulary,3,580,1,Medium
1,34,Beginner,Auditory,R015,Article,Pronunciation,3,530,0,Low
117,31,Intermediate,Visual,R011,Video,Vocabulary,1,220,1,High
54,30,Advanced,Kinesthetic,R022,Audio,Culture,4,348,1,High
118,29,Beginner,Auditory,R024,Quiz,Vocabulary,1,399,1,High
3,23,Advanced,Visual,R001,Article,Vocabulary,2,561,1,Medium
144,21,Intermediate,Visual,R018,Audio,Culture,1,165,1,Medium
185,33,Advanced,Kinesthetic,R044,Audio,Culture,2,534,0,Low
12,30,Advanced,Visual,R012,Video,Culture,3,522,1,Medium
74,21,Advanced,Auditory,R043,Quiz,Grammar,1,542,1,Medium
16,34,Advanced,Visual,R028,Audio,Culture,1,212,1,High
200,18,Advanced,Visual,R040,Article,Culture,5,208,1,Medium
102,35,Beginner,Auditory,R007,Audio,Grammar,3,247,0,Low
152,34,Beginner,Visual,R023,Interactive,Vocabulary,5,190,0,Low
156,32,Beginner,Visual,R021,Article,Culture,2,511,0,Low
