state,action,reward,next_state,done
"[-0.8641201   1.45674891  0.          2.          2.          2.
  0.          0.71770868 -0.94908388 -1.01613007  1.        ]",2.0,0.49193496351272803,"[-0.8641201   0.49430909  0.          1.         36.          4.
  1.          1.4286633  -0.75695775  0.98412598  0.        ]",0
"[-0.8641201   0.49430909  0.          1.         36.          4.
  1.          1.4286633  -0.75695775  0.98412598  0.        ]",36.0,0.492062988093972,"[-0.8641201  -0.27564276  0.          1.         21.          1.
  3.          1.4286633  -0.8338082  -1.01613007  1.        ]",0
"[-0.8641201  -0.27564276  0.          1.         21.          1.
  3.          1.4286633  -0.8338082  -1.01613007  1.        ]",21.0,0.49193496351272803,"[-0.8641201  -1.43057055  1.          1.         28.          2.
  1.         -1.41515516 -1.4165908  -1.01613007  1.        ]",0
"[-0.8641201  -1.43057055  1.          1.         28.          2.
  1.         -1.41515516 -1.4165908  -1.01613007  1.        ]",28.0,0.49193496351272803,"[-0.8641201  -1.43057055  1.          1.         28.          2.
  1.         -1.41515516 -1.4165908  -1.01613007  1.        ]",1
"[-8.46895397e-01  1.09333163e-01  2.00000000e+00  1.00000000e+00
  4.20000000e+01  2.00000000e+00  2.00000000e+00  6.75406885e-03
 -3.34280256e-01 -1.01613007e+00  1.00000000e+00]",42.0,0.49193496351272803,"[-0.8468954   0.87928502  2.          2.         11.          0.
  3.         -1.41515516  1.65742731  0.98412598  2.        ]",0
"[-0.8468954   0.87928502  2.          2.         11.          0.
  3.         -1.41515516  1.65742731  0.98412598  2.        ]",11.0,2.4920629880939718,"[-0.8468954   0.68679705  0.          1.         11.          1.
  0.         -0.70420055  0.73522188  0.98412598  2.        ]",0
"[-0.8468954   0.68679705  0.          1.         11.          1.
  0.         -0.70420055  0.73522188  0.98412598  2.        ]",11.0,2.4920629880939718,"[-0.8468954   1.26426095  1.          2.         22.          2.
  2.         -0.70420055 -0.96189229  0.98412598  0.        ]",0
"[-0.8468954   1.26426095  1.          2.         22.          2.
  2.         -0.70420055 -0.96189229  0.98412598  0.        ]",22.0,0.492062988093972,"[-0.8468954   1.64923687  2.          1.         23.          0.
  0.          0.71770868  1.54215163 -1.01613007  1.        ]",0
"[-0.8468954   1.64923687  2.          1.         23.          0.
  0.          0.71770868  1.54215163 -1.01613007  1.        ]",23.0,0.49193496351272803,"[-0.8468954  -0.66061869  2.          2.         43.          0.
  3.          0.71770868  0.70320085 -1.01613007  1.        ]",0
"[-0.8468954  -0.66061869  2.          2.         43.          0.
  3.          0.71770868  0.70320085 -1.01613007  1.        ]",43.0,0.49193496351272803,"[-0.8468954   1.45674891  0.          1.          3.          4.
  1.          0.71770868  0.87611437  0.98412598  2.        ]",0
"[-0.8468954   1.45674891  0.          1.          3.          4.
  1.          0.71770868  0.87611437  0.98412598  2.        ]",3.0,2.4920629880939718,"[-0.8468954   0.30182113  1.          2.         28.          3.
  2.         -0.70420055 -0.44955594  0.98412598  2.        ]",0
"[-0.8468954   0.30182113  1.          2.         28.          3.
  2.         -0.70420055 -0.44955594  0.98412598  2.        ]",28.0,2.4920629880939718,"[-0.8468954  -0.66061869  0.          0.         17.          4.
  0.          1.4286633   0.37018223  0.98412598  2.        ]",0
"[-0.8468954  -0.66061869  0.          0.         17.          4.
  0.          1.4286633   0.37018223  0.98412598  2.        ]",17.0,2.4920629880939718,"[-0.8468954   1.07177298  1.          1.          1.          2.
  0.          0.71770868  0.86330596 -1.01613007  1.        ]",0
"[-0.8468954   1.07177298  1.          1.          1.          2.
  0.          0.71770868  0.86330596 -1.01613007  1.        ]",1.0,0.49193496351272803,"[-0.8468954   0.49430909  1.          0.         34.          0.
  2.          0.71770868  0.70960506  0.98412598  0.        ]",0
"[-0.8468954   0.49430909  1.          0.         34.          0.
  2.          0.71770868  0.70960506  0.98412598  0.        ]",34.0,0.492062988093972,"[-0.8468954   0.49430909  1.          0.         34.          0.
  2.          0.71770868  0.70960506  0.98412598  0.        ]",1
"[-0.8296707  -0.46813073  2.          0.         23.          3.
  0.         -1.41515516 -0.44955594 -1.01613007  1.        ]",23.0,0.49193496351272803,"[-8.29670698e-01  1.26426095e+00  0.00000000e+00  1.00000000e+00
  4.00000000e+01  1.00000000e+00  2.00000000e+00 -7.04200547e-01
  3.71635980e-02 -1.01613007e+00  1.00000000e+00]",0
"[-8.29670698e-01  1.26426095e+00  0.00000000e+00  1.00000000e+00
  4.00000000e+01  1.00000000e+00  2.00000000e+00 -7.04200547e-01
  3.71635980e-02 -1.01613007e+00  1.00000000e+00]",40.0,0.49193496351272803,"[-0.8296707  -0.85310666  2.          0.         36.          2.
  2.         -0.70420055 -0.21900458  0.98412598  2.        ]",0
"[-0.8296707  -0.85310666  2.          0.         36.          2.
  2.         -0.70420055 -0.21900458  0.98412598  2.        ]",36.0,2.4920629880939718,"[-0.8296707   1.26426095  0.          0.         15.          4.
  3.         -0.70420055  0.10120564  0.98412598  2.        ]",0
"[-0.8296707   1.26426095  0.          0.         15.          4.
  3.         -0.70420055  0.10120564  0.98412598  2.        ]",15.0,2.4920629880939718,"[-8.29670698e-01 -1.04559462e+00  2.00000000e+00  1.00000000e+00
  1.10000000e+01  3.00000000e+00  2.00000000e+00  6.75406885e-03
  1.45249277e+00  9.84125976e-01  0.00000000e+00]",0
"[-8.29670698e-01 -1.04559462e+00  2.00000000e+00  1.00000000e+00
  1.10000000e+01  3.00000000e+00  2.00000000e+00  6.75406885e-03
  1.45249277e+00  9.84125976e-01  0.00000000e+00]",11.0,0.492062988093972,"[-8.29670698e-01  1.07177298e+00  0.00000000e+00  2.00000000e+00
  7.00000000e+00  4.00000000e+00  3.00000000e+00  6.75406885e-03
  2.61310751e-01  9.84125976e-01  0.00000000e+00]",0
"[-8.29670698e-01  1.07177298e+00  0.00000000e+00  2.00000000e+00
  7.00000000e+00  4.00000000e+00  3.00000000e+00  6.75406885e-03
  2.61310751e-01  9.84125976e-01  0.00000000e+00]",7.0,0.492062988093972,"[-0.8296707   1.26426095  2.          2.          1.          3.
  1.          1.4286633  -0.71212831 -1.01613007  1.        ]",0
"[-0.8296707   1.26426095  2.          2.          1.          3.
  1.          1.4286633  -0.71212831 -1.01613007  1.        ]",1.0,0.49193496351272803,"[-0.8296707   1.26426095  2.          2.          1.          3.
  1.          1.4286633  -0.71212831 -1.01613007  1.        ]",1
"[-0.812446   -0.46813073  2.          2.         30.          2.
  3.         -0.70420055 -1.55748329 -1.01613007  1.        ]",30.0,0.49193496351272803,"[-0.812446   -1.23808258  2.          2.         12.          0.
  0.          0.71770868 -1.30131512  0.98412598  2.        ]",0
"[-0.812446   -1.23808258  2.          2.         12.          0.
  0.          0.71770868 -1.30131512  0.98412598  2.        ]",12.0,2.4920629880939718,"[-0.812446   -0.46813073  1.          0.          4.          0.
  2.          0.00675407 -0.76336195 -1.01613007  1.        ]",0
"[-0.812446   -0.46813073  1.          0.          4.          0.
  2.          0.00675407 -0.76336195 -1.01613007  1.        ]",4.0,0.49193496351272803,"[-8.12445999e-01  4.94309091e-01  0.00000000e+00  0.00000000e+00
  4.80000000e+01  1.00000000e+00  2.00000000e+00 -7.04200547e-01
 -1.26162826e-03 -1.01613007e+00  1.00000000e+00]",0
"[-8.12445999e-01  4.94309091e-01  0.00000000e+00  0.00000000e+00
  4.80000000e+01  1.00000000e+00  2.00000000e+00 -7.04200547e-01
 -1.26162826e-03 -1.01613007e+00  1.00000000e+00]",48.0,0.49193496351272803,"[-0.812446    1.64923687  2.          0.          1.          4.
  2.          0.71770868  1.51653481 -1.01613007  1.        ]",0
"[-0.812446    1.64923687  2.          0.          1.          4.
  2.          0.71770868  1.51653481 -1.01613007  1.        ]",1.0,0.49193496351272803,"[-8.12445999e-01 -1.04559462e+00  2.00000000e+00  1.00000000e+00
  2.20000000e+01  4.00000000e+00  2.00000000e+00  6.75406885e-03
 -1.27569830e+00  9.84125976e-01  2.00000000e+00]",0
"[-8.12445999e-01 -1.04559462e+00  2.00000000e+00  1.00000000e+00
  2.20000000e+01  4.00000000e+00  2.00000000e+00  6.75406885e-03
 -1.27569830e+00  9.84125976e-01  2.00000000e+00]",22.0,2.4920629880939718,"[-0.812446   -0.27564276  0.          2.         43.          2.
  3.         -0.70420055  0.05637621  0.98412598  2.        ]",0
"[-0.812446   -0.27564276  0.          2.         43.          2.
  3.         -0.70420055  0.05637621  0.98412598  2.        ]",43.0,2.4920629880939718,"[-8.12445999e-01  1.09333163e-01  2.00000000e+00  0.00000000e+00
  7.00000000e+00  0.00000000e+00  1.00000000e+00  6.75406885e-03
  1.59338526e+00 -1.01613007e+00  1.00000000e+00]",0
"[-8.12445999e-01  1.09333163e-01  2.00000000e+00  0.00000000e+00
  7.00000000e+00  0.00000000e+00  1.00000000e+00  6.75406885e-03
  1.59338526e+00 -1.01613007e+00  1.00000000e+00]",7.0,0.49193496351272803,"[-8.12445999e-01 -6.60618691e-01  0.00000000e+00  1.00000000e+00
  1.20000000e+01  3.00000000e+00  0.00000000e+00  6.75406885e-03
 -1.46142023e+00 -1.01613007e+00  1.00000000e+00]",0
"[-8.12445999e-01 -6.60618691e-01  0.00000000e+00  1.00000000e+00
  1.20000000e+01  3.00000000e+00  0.00000000e+00  6.75406885e-03
 -1.46142023e+00 -1.01613007e+00  1.00000000e+00]",12.0,0.49193496351272803,"[-0.812446    0.10933316  2.          2.         38.          3.
  2.          0.71770868  1.74708617 -1.01613007  1.        ]",0
"[-0.812446    0.10933316  2.          2.         38.          3.
  2.          0.71770868  1.74708617 -1.01613007  1.        ]",38.0,0.49193496351272803,"[-0.812446    0.68679705  2.          0.         38.          4.
  0.          1.4286633   0.16524769 -1.01613007  1.        ]",0
"[-0.812446    0.68679705  2.          0.         38.          4.
  0.          1.4286633   0.16524769 -1.01613007  1.        ]",38.0,0.49193496351272803,"[-8.12445999e-01  6.86797054e-01  2.00000000e+00  0.00000000e+00
  2.90000000e+01  2.00000000e+00  3.00000000e+00  6.75406885e-03
  9.72177438e-01 -1.01613007e+00  1.00000000e+00]",0
"[-8.12445999e-01  6.86797054e-01  2.00000000e+00  0.00000000e+00
  2.90000000e+01  2.00000000e+00  3.00000000e+00  6.75406885e-03
  9.72177438e-01 -1.01613007e+00  1.00000000e+00]",29.0,0.49193496351272803,"[-8.12445999e-01 -1.43057055e+00  1.00000000e+00  2.00000000e+00
  3.20000000e+01  0.00000000e+00  1.00000000e+00  6.75406885e-03
 -6.03256840e-01  9.84125976e-01  2.00000000e+00]",0
"[-8.12445999e-01 -1.43057055e+00  1.00000000e+00  2.00000000e+00
  3.20000000e+01  0.00000000e+00  1.00000000e+00  6.75406885e-03
 -6.03256840e-01  9.84125976e-01  2.00000000e+00]",32.0,2.4920629880939718,"[-8.12445999e-01 -1.43057055e+00  1.00000000e+00  2.00000000e+00
  3.20000000e+01  0.00000000e+00  1.00000000e+00  6.75406885e-03
 -6.03256840e-01  9.84125976e-01  2.00000000e+00]",1
"[-7.95221300e-01 -6.60618691e-01  2.00000000e+00  0.00000000e+00
  1.80000000e+01  2.00000000e+00  1.00000000e+00  6.75406885e-03
  5.04670518e-01  9.84125976e-01  0.00000000e+00]",18.0,0.492062988093972,"[-7.95221300e-01 -1.04559462e+00  1.00000000e+00  0.00000000e+00
  3.00000000e+01  3.00000000e+00  1.00000000e+00  6.75406885e-03
  1.02981528e+00  9.84125976e-01  2.00000000e+00]",0
"[-7.95221300e-01 -1.04559462e+00  1.00000000e+00  0.00000000e+00
  3.00000000e+01  3.00000000e+00  1.00000000e+00  6.75406885e-03
  1.02981528e+00  9.84125976e-01  2.00000000e+00]",30.0,2.4920629880939718,"[-0.7952213   1.64923687  2.          1.          4.          1.
  2.          1.4286633  -0.75055354 -1.01613007  1.        ]",0
"[-0.7952213   1.64923687  2.          1.          4.          1.
  2.          1.4286633  -0.75055354 -1.01613007  1.        ]",4.0,0.49193496351272803,"[-0.7952213  -0.85310666  2.          0.         15.          0.
  2.          0.71770868  1.57417265 -1.01613007  1.        ]",0
"[-0.7952213  -0.85310666  2.          0.         15.          0.
  2.          0.71770868  1.57417265 -1.01613007  1.        ]",15.0,0.49193496351272803,"[-0.7952213   1.26426095  1.          1.         27.          3.
  0.         -1.41515516 -1.54467488  0.98412598  2.        ]",0
"[-0.7952213   1.26426095  1.          1.         27.          3.
  0.         -1.41515516 -1.54467488  0.98412598  2.        ]",27.0,2.4920629880939718,"[-0.7952213   0.68679705  0.          1.         21.          1.
  0.          0.71770868  0.13963087  0.98412598  0.        ]",0
"[-0.7952213   0.68679705  0.          1.         21.          1.
  0.          0.71770868  0.13963087  0.98412598  0.        ]",21.0,0.492062988093972,"[-0.7952213   0.49430909  2.          1.         49.          4.
  3.          1.4286633   0.17805609  0.98412598  2.        ]",0
"[-0.7952213   0.49430909  2.          1.         49.          4.
  3.          1.4286633   0.17805609  0.98412598  2.        ]",49.0,2.4920629880939718,"[-0.7952213  -1.23808258  2.          2.          4.          0.
  1.         -0.70420055  0.6263504  -1.01613007  1.        ]",0
"[-0.7952213  -1.23808258  2.          2.          4.          0.
  1.         -0.70420055  0.6263504  -1.01613007  1.        ]",4.0,0.49193496351272803,"[-0.7952213   0.10933316  0.          1.         13.          3.
  3.         -1.41515516 -1.16682683  0.98412598  2.        ]",0
"[-0.7952213   0.10933316  0.          1.         13.          3.
  3.         -1.41515516 -1.16682683  0.98412598  2.        ]",13.0,2.4920629880939718,"[-0.7952213   0.10933316  1.          1.         11.          3.
  0.         -1.41515516  1.54215163 -1.01613007  1.        ]",0
"[-0.7952213   0.10933316  1.          1.         11.          3.
  0.         -1.41515516  1.54215163 -1.01613007  1.        ]",11.0,0.49193496351272803,"[-7.95221300e-01 -8.31548003e-02  0.00000000e+00  0.00000000e+00
  4.40000000e+01  0.00000000e+00  3.00000000e+00  6.75406885e-03
 -3.85513891e-01 -1.01613007e+00  1.00000000e+00]",0
"[-7.95221300e-01 -8.31548003e-02  0.00000000e+00  0.00000000e+00
  4.40000000e+01  0.00000000e+00  3.00000000e+00  6.75406885e-03
 -3.85513891e-01 -1.01613007e+00  1.00000000e+00]",44.0,0.49193496351272803,"[-0.7952213   0.49430909  2.          0.          0.          0.
  1.          0.71770868 -0.32787605  0.98412598  0.        ]",0
"[-0.7952213   0.49430909  2.          0.          0.          0.
  1.          0.71770868 -0.32787605  0.98412598  0.        ]",0.0,0.492062988093972,"[-0.7952213  -0.46813073  1.          1.         41.          3.
  3.         -1.41515516 -0.64168207  0.98412598  0.        ]",0
"[-0.7952213  -0.46813073  1.          1.         41.          3.
  3.         -1.41515516 -0.64168207  0.98412598  0.        ]",41.0,0.492062988093972,"[-0.7952213   0.49430909  2.          2.         20.          1.
  3.         -1.41515516 -1.54467488  0.98412598  2.        ]",0
"[-0.7952213   0.49430909  2.          2.         20.          1.
  3.         -1.41515516 -1.54467488  0.98412598  2.        ]",20.0,2.4920629880939718,"[-7.95221300e-01  1.64923687e+00  2.00000000e+00  1.00000000e+00
  3.80000000e+01  4.00000000e+00  3.00000000e+00  6.75406885e-03
  8.82518576e-01 -1.01613007e+00  1.00000000e+00]",0
"[-7.95221300e-01  1.64923687e+00  2.00000000e+00  1.00000000e+00
  3.80000000e+01  4.00000000e+00  3.00000000e+00  6.75406885e-03
  8.82518576e-01 -1.01613007e+00  1.00000000e+00]",38.0,0.49193496351272803,"[-7.95221300e-01  1.64923687e+00  2.00000000e+00  1.00000000e+00
  3.80000000e+01  4.00000000e+00  3.00000000e+00  6.75406885e-03
  8.82518576e-01 -1.01613007e+00  1.00000000e+00]",1
"[-7.77996600e-01  1.09333163e-01  2.00000000e+00  0.00000000e+00
  4.10000000e+01  2.00000000e+00  2.00000000e+00  6.75406885e-03
  1.00419846e+00  9.84125976e-01  2.00000000e+00]",41.0,2.4920629880939718,"[-0.7779966   0.87928502  1.          0.         40.          2.
  0.         -1.41515516 -1.46142023  0.98412598  2.        ]",0
"[-0.7779966   0.87928502  1.          0.         40.          2.
  0.         -1.41515516 -1.46142023  0.98412598  2.        ]",40.0,2.4920629880939718,"[-0.7779966   1.45674891  1.          1.         26.          1.
  2.         -1.41515516 -0.92346706  0.98412598  2.        ]",0
"[-0.7779966   1.45674891  1.          1.         26.          1.
  2.         -1.41515516 -0.92346706  0.98412598  2.        ]",26.0,2.4920629880939718,"[-0.7779966  -1.04559462  2.          2.          6.          1.
  2.         -0.70420055 -0.05249526  0.98412598  0.        ]",0
"[-0.7779966  -1.04559462  2.          2.          6.          1.
  2.         -0.70420055 -0.05249526  0.98412598  0.        ]",6.0,0.492062988093972,"[-0.7779966   0.87928502  2.          1.         24.          1.
  2.          0.71770868  1.63181049  0.98412598  2.        ]",0
"[-0.7779966   0.87928502  2.          1.         24.          1.
  2.          0.71770868  1.63181049  0.98412598  2.        ]",24.0,2.4920629880939718,"[-0.7779966  -1.23808258  2.          1.         42.          3.
  1.         -0.70420055  1.07464471 -1.01613007  1.        ]",0
"[-0.7779966  -1.23808258  2.          1.         42.          3.
  1.         -0.70420055  1.07464471 -1.01613007  1.        ]",42.0,0.49193496351272803,"[-0.7779966   1.07177298  0.          0.         21.          1.
  1.         -0.70420055 -1.70477999  0.98412598  2.        ]",0
"[-0.7779966   1.07177298  0.          0.         21.          1.
  1.         -0.70420055 -1.70477999  0.98412598  2.        ]",21.0,2.4920629880939718,"[-0.7779966   0.49430909  0.          0.         45.          0.
  0.          1.4286633  -0.23821719 -1.01613007  1.        ]",0
"[-0.7779966   0.49430909  0.          0.         45.          0.
  0.          1.4286633  -0.23821719 -1.01613007  1.        ]",45.0,0.49193496351272803,"[-0.7779966  -0.0831548   2.          1.          8.          4.
  3.         -0.70420055  1.11306993  0.98412598  0.        ]",0
"[-0.7779966  -0.0831548   2.          1.          8.          4.
  3.         -0.70420055  1.11306993  0.98412598  0.        ]",8.0,0.492062988093972,"[-0.7779966  -1.43057055  1.          2.         22.          4.
  0.          1.4286633   0.53028734  0.98412598  2.        ]",0
"[-0.7779966  -1.43057055  1.          2.         22.          4.
  0.          1.4286633   0.53028734  0.98412598  2.        ]",22.0,2.4920629880939718,"[-0.7779966  -1.23808258  0.          1.         45.          4.
  0.         -0.70420055  1.38845072 -1.01613007  1.        ]",0
"[-0.7779966  -1.23808258  0.          1.         45.          4.
  0.         -0.70420055  1.38845072 -1.01613007  1.        ]",45.0,0.49193496351272803,"[-0.7779966  -1.23808258  0.          1.         45.          4.
  0.         -0.70420055  1.38845072 -1.01613007  1.        ]",1
"[-0.7607719  -1.23808258  1.          2.          2.          0.
  0.          1.4286633   1.38204652 -1.01613007  1.        ]",2.0,0.49193496351272803,"[-7.60771901e-01  4.94309091e-01  0.00000000e+00  0.00000000e+00
  1.20000000e+01  4.00000000e+00  1.00000000e+00  6.75406885e-03
 -3.66301278e-01 -1.01613007e+00  1.00000000e+00]",0
"[-7.60771901e-01  4.94309091e-01  0.00000000e+00  0.00000000e+00
  1.20000000e+01  4.00000000e+00  1.00000000e+00  6.75406885e-03
 -3.66301278e-01 -1.01613007e+00  1.00000000e+00]",12.0,0.49193496351272803,"[-0.7607719  -0.0831548   1.          0.         42.          3.
  3.          1.4286633   0.16524769  0.98412598  0.        ]",0
"[-0.7607719  -0.0831548   1.          0.         42.          3.
  3.          1.4286633   0.16524769  0.98412598  0.        ]",42.0,0.492062988093972,"[-0.7607719  -0.85310666  2.          2.         17.          1.
  3.          1.4286633   1.62540628 -1.01613007  1.        ]",0
"[-0.7607719  -0.85310666  2.          2.         17.          1.
  3.          1.4286633   1.62540628 -1.01613007  1.        ]",17.0,0.49193496351272803,"[-0.7607719   0.49430909  2.          2.         35.          3.
  3.         -0.70420055  0.69039245  0.98412598  2.        ]",0
"[-0.7607719   0.49430909  2.          2.         35.          3.
  3.         -0.70420055  0.69039245  0.98412598  2.        ]",35.0,2.4920629880939718,"[-0.7607719  -0.85310666  0.          0.         22.          2.
  1.          1.4286633   0.69679665 -1.01613007  1.        ]",0
"[-0.7607719  -0.85310666  0.          0.         22.          2.
  1.          1.4286633   0.69679665 -1.01613007  1.        ]",22.0,0.49193496351272803,"[-7.60771901e-01 -8.53106655e-01  2.00000000e+00  2.00000000e+00
  3.30000000e+01  4.00000000e+00  0.00000000e+00  6.75406885e-03
  1.56136424e+00  9.84125976e-01  0.00000000e+00]",0
"[-7.60771901e-01 -8.53106655e-01  2.00000000e+00  2.00000000e+00
  3.30000000e+01  4.00000000e+00  0.00000000e+00  6.75406885e-03
  1.56136424e+00  9.84125976e-01  0.00000000e+00]",33.0,0.492062988093972,"[-7.60771901e-01 -8.53106655e-01  2.00000000e+00  2.00000000e+00
  3.30000000e+01  4.00000000e+00  0.00000000e+00  6.75406885e-03
  1.56136424e+00  9.84125976e-01  0.00000000e+00]",1
"[-0.7435472  -0.85310666  0.          1.         34.          4.
  1.         -1.41515516  0.15884348  0.98412598  0.        ]",34.0,0.492062988093972,"[-7.43547202e-01 -1.23808258e+00  1.00000000e+00  2.00000000e+00
  7.00000000e+00  2.00000000e+00  2.00000000e+00  6.75406885e-03
  1.32440868e+00  9.84125976e-01  2.00000000e+00]",0
"[-7.43547202e-01 -1.23808258e+00  1.00000000e+00  2.00000000e+00
  7.00000000e+00  2.00000000e+00  2.00000000e+00  6.75406885e-03
  1.32440868e+00  9.84125976e-01  2.00000000e+00]",7.0,2.4920629880939718,"[-0.7435472   0.49430909  2.          1.         12.          3.
  0.          0.71770868 -0.27664242  0.98412598  2.        ]",0
"[-0.7435472   0.49430909  2.          1.         12.          3.
  0.          0.71770868 -0.27664242  0.98412598  2.        ]",12.0,2.4920629880939718,"[-0.7435472  -1.43057055  1.          0.          0.          0.
  3.          0.71770868  0.17165189 -1.01613007  1.        ]",0
"[-0.7435472  -1.43057055  1.          0.          0.          0.
  3.          0.71770868  0.17165189 -1.01613007  1.        ]",0.0,0.49193496351272803,"[-0.7435472  -0.27564276  0.          0.         14.          1.
  0.          0.71770868 -0.58404423 -1.01613007  1.        ]",0
"[-0.7435472  -0.27564276  0.          0.         14.          1.
  0.          0.71770868 -0.58404423 -1.01613007  1.        ]",14.0,0.49193496351272803,"[-0.7435472   1.26426095  1.          0.         19.          4.
  2.          0.71770868  0.20367291 -1.01613007  1.        ]",0
"[-0.7435472   1.26426095  1.          0.         19.          4.
  2.          0.71770868  0.20367291 -1.01613007  1.        ]",19.0,0.49193496351272803,"[-0.7435472   1.45674891  0.          0.          4.          3.
  1.          1.4286633  -1.34614455 -1.01613007  1.        ]",0
"[-0.7435472   1.45674891  0.          0.          4.          3.
  1.          1.4286633  -1.34614455 -1.01613007  1.        ]",4.0,0.49193496351272803,"[-0.7435472   0.10933316  1.          2.         42.          3.
  0.          0.71770868 -1.29491091 -1.01613007  1.        ]",0
"[-0.7435472   0.10933316  1.          2.         42.          3.
  0.          0.71770868 -1.29491091 -1.01613007  1.        ]",42.0,0.49193496351272803,"[-0.7435472  -1.62305851  0.          0.         47.          2.
  0.         -0.70420055  1.33721709  0.98412598  2.        ]",0
"[-0.7435472  -1.62305851  0.          0.         47.          2.
  0.         -0.70420055  1.33721709  0.98412598  2.        ]",47.0,2.4920629880939718,"[-0.7435472  -1.62305851  0.          0.         47.          2.
  0.         -0.70420055  1.33721709  0.98412598  2.        ]",1
"[-0.7263225  -0.27564276  1.          1.         10.          0.
  2.          0.71770868  0.08839723 -1.01613007  1.        ]",10.0,0.49193496351272803,"[-0.7263225   1.26426095  0.          2.         32.          4.
  1.          1.4286633   0.52388313 -1.01613007  1.        ]",0
"[-0.7263225   1.26426095  0.          2.         32.          4.
  1.          1.4286633   0.52388313 -1.01613007  1.        ]",32.0,0.49193496351272803,"[-0.7263225  -0.66061869  2.          0.         17.          4.
  3.         -1.41515516  0.85049755  0.98412598  2.        ]",0
"[-0.7263225  -0.66061869  2.          0.         17.          4.
  3.         -1.41515516  0.85049755  0.98412598  2.        ]",17.0,2.4920629880939718,"[-0.7263225  -0.0831548   1.          2.         42.          2.
  0.         -0.70420055  0.331757   -1.01613007  1.        ]",0
"[-0.7263225  -0.0831548   1.          2.         42.          2.
  0.         -0.70420055  0.331757   -1.01613007  1.        ]",42.0,0.49193496351272803,"[-0.7263225   1.07177298  2.          2.          7.          4.
  2.          1.4286633  -1.58310011  0.98412598  2.        ]",0
"[-0.7263225   1.07177298  2.          2.          7.          4.
  2.          1.4286633  -1.58310011  0.98412598  2.        ]",7.0,2.4920629880939718,"[-0.7263225  -1.62305851  1.          0.          3.          1.
  0.          0.71770868  0.79926392 -1.01613007  1.        ]",0
"[-0.7263225  -1.62305851  1.          0.          3.          1.
  0.          0.71770868  0.79926392 -1.01613007  1.        ]",3.0,0.49193496351272803,"[-0.7263225  -1.62305851  0.          2.         35.          2.
  3.          1.4286633   0.94656062 -1.01613007  1.        ]",0
"[-0.7263225  -1.62305851  0.          2.         35.          2.
  3.          1.4286633   0.94656062 -1.01613007  1.        ]",35.0,0.49193496351272803,"[-0.7263225  -1.43057055  2.          1.         33.          1.
  3.         -0.70420055  1.45889697  0.98412598  0.        ]",0
"[-0.7263225  -1.43057055  2.          1.         33.          1.
  3.         -0.70420055  1.45889697  0.98412598  0.        ]",33.0,0.492062988093972,"[-0.7263225   1.45674891  0.          2.         14.          0.
  0.          1.4286633   0.12682246  0.98412598  2.        ]",0
"[-0.7263225   1.45674891  0.          2.         14.          0.
  0.          1.4286633   0.12682246  0.98412598  2.        ]",14.0,2.4920629880939718,"[-0.7263225  -1.04559462  0.          0.         25.          0.
  1.         -1.41515516 -0.42393912 -1.01613007  1.        ]",0
"[-0.7263225  -1.04559462  0.          0.         25.          0.
  1.         -1.41515516 -0.42393912 -1.01613007  1.        ]",25.0,0.49193496351272803,"[-0.7263225  -0.0831548   0.          0.         21.          4.
  1.         -1.41515516  0.74162608  0.98412598  0.        ]",0
"[-0.7263225  -0.0831548   0.          0.         21.          4.
  1.         -1.41515516  0.74162608  0.98412598  0.        ]",21.0,0.492062988093972,"[-0.7263225  -1.23808258  2.          1.         29.          1.
  0.         -1.41515516 -0.80819138 -1.01613007  1.        ]",0
"[-0.7263225  -1.23808258  2.          1.         29.          1.
  0.         -1.41515516 -0.80819138 -1.01613007  1.        ]",29.0,0.49193496351272803,"[-0.7263225  -1.23808258  2.          1.         29.          1.
  0.         -1.41515516 -0.80819138 -1.01613007  1.        ]",1
"[-7.09097804e-01 -4.68130728e-01  2.00000000e+00  2.00000000e+00
  1.30000000e+01  2.00000000e+00  2.00000000e+00  6.75406885e-03
  7.22413467e-01 -1.01613007e+00  1.00000000e+00]",13.0,0.49193496351272803,"[-0.7090978   1.07177298  1.          2.          3.          2.
  0.         -1.41515516  1.58698106 -1.01613007  1.        ]",0
"[-0.7090978   1.07177298  1.          2.          3.          2.
  0.         -1.41515516  1.58698106 -1.01613007  1.        ]",3.0,0.49193496351272803,"[-0.7090978  -1.23808258  0.          2.         49.          3.
  2.         -0.70420055  0.81207233 -1.01613007  1.        ]",0
"[-0.7090978  -1.23808258  0.          2.         49.          3.
  2.         -0.70420055  0.81207233 -1.01613007  1.        ]",49.0,0.49193496351272803,"[-7.09097804e-01 -8.53106655e-01  1.00000000e+00  1.00000000e+00
  3.10000000e+01  1.00000000e+00  2.00000000e+00  6.75406885e-03
  1.97268708e-01 -1.01613007e+00  1.00000000e+00]",0
"[-7.09097804e-01 -8.53106655e-01  1.00000000e+00  1.00000000e+00
  3.10000000e+01  1.00000000e+00  2.00000000e+00  6.75406885e-03
  1.97268708e-01 -1.01613007e+00  1.00000000e+00]",31.0,0.49193496351272803,"[-0.7090978   0.10933316  0.          2.          5.          1.
  0.          0.00675407 -1.00672172  0.98412598  2.        ]",0
